序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
4788,603208,江山欧派,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:21,241.27万元至27,613.65万元,同比上年下降:35.15%至50.11%,同比上年降低14,965.48万元至21,337.86万元。",244274600.0,-42.63,"(一)国家在房地产行业施行的一系列规范政策,如:“房住不炒”、“三道红线”、“涉房信贷余额管控”、“两集中”,楼市增速开始回落,房地产市场总体平稳增长,工程渠道市场需求放缓。(二)由于公司大力推动营销变革,推行工程代理和全渠道零售模式,导致渠道推广费用、销售人员费用、促销物料费、产品设计宣传费等销售费用出现快速增长。(三)恒大集团及其成员企业到期的商业承兑汇票自2021年7月份以来陆续出现违约,不予兑付。截至2021年12月31日,公司持有恒大集团及成员企业的应收款项合计7.14亿元:其中应收票据6.62亿元,逾期应收票据4.66亿元;应收账款0.52亿元,逾期应收账款0.49亿元。公司管理层对恒大集团及其成员企业截至2021年12月31日应收款项的可回收性进行了分析评估,认为存在减值迹象,需计提相应的信用减值损失。(四)由于公司“江山防火门产线项目”和“重庆江山欧派年产120万套木门项目”两大新项目的建设和投入,对报告期内的净利润产生了一定的影响。",预减,425791300.0,2022-01-25
4789,603196,璞源材料,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:6,200万元至7,200万元。",67000000.0,318.66,"(一)主营业务影响1、2021年,面对国内外疫情不断反复及市场环境的变化,公司全体员工齐心协力,深入执行“全渠道、数智能、精运维”的核心战略,始终坚持“以用户价值为核心”的全渠道零售运营模式,线下实体店与线上数字店的盈利能力明显提升。2、公司对主力品牌“播broadcast”进行重磅升级,大力提升产品力,加大品牌推广力度,设计精品品牌的影响力进一步提升。同时,把握时机,精准布局线下渠道,快速布局并发力线上新零售渠道,整体线上销售大幅增长,全渠道建设效果显著,营业收入较上年取得较大提升。(二)非经营性损益的影响非经营性损益对公司业绩预盈没有重大影响。",扭亏,-30641400.0,2022-01-25
4790,603196,璞源材料,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:7,000万元至8,000万元。",75000000.0,257.82,"(一)主营业务影响1、2021年,面对国内外疫情不断反复及市场环境的变化,公司全体员工齐心协力,深入执行“全渠道、数智能、精运维”的核心战略,始终坚持“以用户价值为核心”的全渠道零售运营模式,线下实体店与线上数字店的盈利能力明显提升。2、公司对主力品牌“播broadcast”进行重磅升级,大力提升产品力,加大品牌推广力度,设计精品品牌的影响力进一步提升。同时,把握时机,精准布局线下渠道,快速布局并发力线上新零售渠道,整体线上销售大幅增长,全渠道建设效果显著,营业收入较上年取得较大提升。(二)非经营性损益的影响非经营性损益对公司业绩预盈没有重大影响。",扭亏,-47522100.0,2022-01-25
4791,603071,物产环能,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:92,000万元至102,000万元,同比上年增长:89.25%至109.82%,同比上年增长43,387万元至53,387万元。",970000000.0,99.535,"公司本期业绩较大幅度增长主要受主营业务的影响,2021年煤炭市场行情持续上涨,煤炭价格震荡上升,同时公司根据市场行情调整经营策略,扩大了煤炭流通业务规模,导致煤炭销售量也有所上升,因此公司业绩较上年同期有较大幅度增长。",预增,486126800.0,2022-01-25
4792,603071,物产环能,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:95,000万元至105,000万元,同比上年增长:88.92%至108.8%,同比上年增长44,713万元至54,713万元。",1000000000.0,98.86,"公司本期业绩较大幅度增长主要受主营业务的影响,2021年煤炭市场行情持续上涨,煤炭价格震荡上升,同时公司根据市场行情调整经营策略,扩大了煤炭流通业务规模,导致煤炭销售量也有所上升,因此公司业绩较上年同期有较大幅度增长。",预增,502869400.0,2022-01-25
4793,603069,海汽集团,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润亏损:4,000万元至7,000万元。",-55000000.0,45.495,"2021年新冠肺炎疫情(以下简称“疫情”)虽然进入常态化阶段,但由于国外疫情依然严峻,国内疫情呈多点散发态势,人们出行习惯因疫情影响出现了较大的改变,旅游出行人次大幅减少,市场疲软状态仍在持续,道路运输行业生产经营无法恢复到疫情前的状态,且公司新开展的定制化客运、校车服务、城乡公交一体化、文旅服务及新能源汽车服务(包括电动汽车充换电基础设施建设及运营、汽车销售及服务)等业务虽已落地,目前效益尚未突显,全年业绩仍处于亏损状态。",减亏,-100901700.0,2022-01-25
4794,603069,海汽集团,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:6,000万元至9,000万元。",-75000000.0,43.63,"2021年新冠肺炎疫情(以下简称“疫情”)虽然进入常态化阶段,但由于国外疫情依然严峻,国内疫情呈多点散发态势,人们出行习惯因疫情影响出现了较大的改变,旅游出行人次大幅减少,市场疲软状态仍在持续,道路运输行业生产经营无法恢复到疫情前的状态,且公司新开展的定制化客运、校车服务、城乡公交一体化、文旅服务及新能源汽车服务(包括电动汽车充换电基础设施建设及运营、汽车销售及服务)等业务虽已落地,目前效益尚未突显,全年业绩仍处于亏损状态。",减亏,-133048600.0,2022-01-25
4795,603011,合锻智能,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:5,600万元至7,000万元,同比上年增长:116.19%至170.24%,同比上年增长3,009.73万元至4,409.73万元。",63000000.0,143.215,"(一)公司主营业务高端成形机床与智能分选设备收入增长带来业绩的增长,高端成形机床总包订单(压机成套、自动化、集成化等)占比增加;(二)公司进一步理顺经营机制,公司新技术的储备、新产品开发得到市场的认可,高端专项产品的品牌技术优势进一步得到客户认可。",预增,25902700.0,2022-01-25
4796,603011,合锻智能,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:3,800万元至5,200万元,同比上年增长:621.58%至813.74%,同比上年增长4,528.56万元至5,928.56万元。",45000000.0,717.66,"(一)公司主营业务高端成形机床与智能分选设备收入增长带来业绩的增长,高端成形机床总包订单(压机成套、自动化、集成化等)占比增加;(二)公司进一步理顺经营机制,公司新技术的储备、新产品开发得到市场的认可,高端专项产品的品牌技术优势进一步得到客户认可。",扭亏,-7285600.0,2022-01-25
4797,603009,北特科技,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:6,050万元至6,950万元,同比上年增长:99.54%至129.22%。",65000000.0,114.38,"(一)主营业务影响报告期内,得益于汽车市场的整体回暖及公司前期开发的多个新项目陆续量产,营收大幅增长,尤其是底盘及高精密零部件事业部的业务增幅较大,加之报告期内公司各项节能增效的行动不断落实,盈利能力稳步提高,公司报告期内营业利润得以大幅提升。(二)非经营性损益影响2021年度非经常性损益主要是取得政府补贴等项目,对公司2021年度净利润有一定影响。",预增,30319700.0,2022-01-25
4798,603009,北特科技,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:5,050万元至5,850万元,同比上年增长:148.07%至187.37%。",54500000.0,167.72,"(一)主营业务影响报告期内,得益于汽车市场的整体回暖及公司前期开发的多个新项目陆续量产,营收大幅增长,尤其是底盘及高精密零部件事业部的业务增幅较大,加之报告期内公司各项节能增效的行动不断落实,盈利能力稳步提高,公司报告期内营业利润得以大幅提升。(二)非经营性损益影响2021年度非经常性损益主要是取得政府补贴等项目,对公司2021年度净利润有一定影响。",预增,20356800.0,2022-01-25
4799,603002,宏昌电子,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:36,369万元至38,619万元,同比上年增长:62%至72%,同比上年增长13,963万元至16,212万元。",374940000.0,67.0,"公司预计2021年度归属于上市公司股东的净利润与上年同期相比增加主要为:1、主营业务影响2021年度公司不断优化各方管理,积极做好疫情防控,做好安全生产,得益于国内整体疫情防控较好,下游需求畅旺,公司努力降低产品成本,产品毛利及毛利率同比去年同期有显著增加。2、非经营性损益的影响2021年度非经常性损益主要为取得政府补贴、银行理财产品收益等项目,对公司2021年度净利润预增无重大影响。3、会计处理影响会计处理对本次业绩预增无重大影响。",预增,224061830.36,2022-01-25
4800,603002,宏昌电子,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:35,930万元至38,152万元,同比上年增长:145%至160%,同比上年增长21,256万元至23,478万元。",370410000.0,152.5,"公司预计2021年度归属于上市公司股东的净利润与上年同期相比增加主要为:1、主营业务影响2021年度公司不断优化各方管理,积极做好疫情防控,做好安全生产,得益于国内整体疫情防控较好,下游需求畅旺,公司努力降低产品成本,产品毛利及毛利率同比去年同期有显著增加。2、非经营性损益的影响2021年度非经常性损益主要为取得政府补贴、银行理财产品收益等项目,对公司2021年度净利润预增无重大影响。3、会计处理影响会计处理对本次业绩预增无重大影响。",预增,146737074.94,2022-01-25
4801,601919,中远海控,每股收益,预计2021年1-12月每股收益盈利约:5.59元。,5.59,,"2021年,在疫情反复、需求增长、供给有限等多重因素的影响下,全球物流供应链持续受到港口拥堵、集装箱短缺、内陆运输迟滞等复杂局面的挑战和冲击,集装箱运输供求关系持续紧张。报告期内,中国出口集装箱运价综合指数(CCFI)均值为2615.54点,同比增长165.69%。公司克服全球疫情等多重因素叠加影响,积极融入国内国际双循环建设,充分发挥集装箱物流供应链的支撑作用,始终秉持“以客户为中心”的服务理念,通过稳运力、保供箱、优服务等措施全力保障全球运输服务。经公司初步测算,报告期内,预计公司集装箱航运业务的货运量(标准箱)约2691.2万标准箱,与上年同期相比增加约56.75万标准箱,增长约2.15%;预计公司息税前利润(EBIT)约人民币1315.2亿元,与上年同期相比增加约人民币1134.8亿元,增长约629.4%;预计公司实现归属于上市公司股东的净利润约人民币892.8亿元,与上年同期相比增加约人民币793.5亿元,增长约799.3%。报告期内,公司积极优化财务结构,截至2021年末,预计母公司资产负债表未分配利润约人民币277.8亿元,为顺利实施2021年度现金分红奠定了基础。与此同时,公司基于互利共赢的原则,坚持航运回归服务本质,加大与战略客户、直接客户签订长期服务协议力度,逐步提升直接客户比重,持续拓宽客户合作领域,为未来实现高质量发展再上新台阶打下了良好的基础。",预增,0.62,2022-01-25
4802,601919,中远海控,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利约:8,928,000万元,同比上年增长:799.3%左右,同比上年增长7,935,000万元左右。",89280000000.0,799.3,"2021年,在疫情反复、需求增长、供给有限等多重因素的影响下,全球物流供应链持续受到港口拥堵、集装箱短缺、内陆运输迟滞等复杂局面的挑战和冲击,集装箱运输供求关系持续紧张。报告期内,中国出口集装箱运价综合指数(CCFI)均值为2615.54点,同比增长165.69%。公司克服全球疫情等多重因素叠加影响,积极融入国内国际双循环建设,充分发挥集装箱物流供应链的支撑作用,始终秉持“以客户为中心”的服务理念,通过稳运力、保供箱、优服务等措施全力保障全球运输服务。经公司初步测算,报告期内,预计公司集装箱航运业务的货运量(标准箱)约2691.2万标准箱,与上年同期相比增加约56.75万标准箱,增长约2.15%;预计公司息税前利润(EBIT)约人民币1315.2亿元,与上年同期相比增加约人民币1134.8亿元,增长约629.4%;预计公司实现归属于上市公司股东的净利润约人民币892.8亿元,与上年同期相比增加约人民币793.5亿元,增长约799.3%。报告期内,公司积极优化财务结构,截至2021年末,预计母公司资产负债表未分配利润约人民币277.8亿元,为顺利实施2021年度现金分红奠定了基础。与此同时,公司基于互利共赢的原则,坚持航运回归服务本质,加大与战略客户、直接客户签订长期服务协议力度,逐步提升直接客户比重,持续拓宽客户合作领域,为未来实现高质量发展再上新台阶打下了良好的基础。",预增,9930000000.0,2022-01-25
4803,601919,中远海控,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利约:8,914,000万元,同比上年增长:829.2%左右,同比上年增长7,955,000万元左右。",89140000000.0,829.2,"2021年,在疫情反复、需求增长、供给有限等多重因素的影响下,全球物流供应链持续受到港口拥堵、集装箱短缺、内陆运输迟滞等复杂局面的挑战和冲击,集装箱运输供求关系持续紧张。报告期内,中国出口集装箱运价综合指数(CCFI)均值为2615.54点,同比增长165.69%。公司克服全球疫情等多重因素叠加影响,积极融入国内国际双循环建设,充分发挥集装箱物流供应链的支撑作用,始终秉持“以客户为中心”的服务理念,通过稳运力、保供箱、优服务等措施全力保障全球运输服务。经公司初步测算,报告期内,预计公司集装箱航运业务的货运量(标准箱)约2691.2万标准箱,与上年同期相比增加约56.75万标准箱,增长约2.15%;预计公司息税前利润(EBIT)约人民币1315.2亿元,与上年同期相比增加约人民币1134.8亿元,增长约629.4%;预计公司实现归属于上市公司股东的净利润约人民币892.8亿元,与上年同期相比增加约人民币793.5亿元,增长约799.3%。报告期内,公司积极优化财务结构,截至2021年末,预计母公司资产负债表未分配利润约人民币277.8亿元,为顺利实施2021年度现金分红奠定了基础。与此同时,公司基于互利共赢的原则,坚持航运回归服务本质,加大与战略客户、直接客户签订长期服务协议力度,逐步提升直接客户比重,持续拓宽客户合作领域,为未来实现高质量发展再上新台阶打下了良好的基础。",预增,9590000000.0,2022-01-25
4804,601717,中创智领,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:171,000万元至186,000万元,同比上年增长:0.72%至9.56%,同比上年增长1,222.37万元至16,222.37万元。",1785000000.0,5.14,"(一)主营业务影响。报告期内,煤炭行业继续保持良好发展势头,受国家煤矿智能化建设政策驱动,公司煤矿智能化业务保持高速增长,成套化煤机产品收入稳步增长,持续推进数字化转型,提升运营效率;汽车零部件板块克服疫情、芯片短缺、原材料价格波动等不利影响,积极降本提效,亚新科业绩稳步增长,SEG业务重组顺利实施,经营业绩大幅扭亏。(二)非经营性损益的影响。报告期内,公司处置了所持有的部分联营企业股权,形成处置收益;公司所开展的理财投资业务较上年有所增加,对业绩的贡献提高;前述2项合计增加公司利润约1.1亿元。报告期内,SEG重组计划顺利实施,计提的重组费用较上年大幅减少。",略增,1697776300.0,2022-01-25
4805,601717,中创智领,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:183,000万元至198,000万元,同比上年增长:47.68%至59.79%,同比上年增长59,085.05万元至74,085.05万元。",1905000000.0,53.735,"(一)主营业务影响。报告期内,煤炭行业继续保持良好发展势头,受国家煤矿智能化建设政策驱动,公司煤矿智能化业务保持高速增长,成套化煤机产品收入稳步增长,持续推进数字化转型,提升运营效率;汽车零部件板块克服疫情、芯片短缺、原材料价格波动等不利影响,积极降本提效,亚新科业绩稳步增长,SEG业务重组顺利实施,经营业绩大幅扭亏。(二)非经营性损益的影响。报告期内,公司处置了所持有的部分联营企业股权,形成处置收益;公司所开展的理财投资业务较上年有所增加,对业绩的贡献提高;前述2项合计增加公司利润约1.1亿元。报告期内,SEG重组计划顺利实施,计提的重组费用较上年大幅减少。",预增,1239149500.0,2022-01-25
4806,601615,明阳智能,非经常性损益,预计2021年1-12月非经常性损益:0万元。,0.0,100.0,"本报告期归属于上市公司股东的净利润较上年同期增加,主要受以下因素的综合影响:(一)主营业务的影响1、2021年年度风电行业整体保持一定的增长态势,公司在手订单增加及公司海上项目交付规模上升导致公司营业收入有一定幅度增长;2、公司2021年年度持有电站并网容量较上年同期有所增长,发电收入较去年同期有一定幅度增长;3、公司2021年年度因风电场项目出售导致利润同比增加。(二)非经常性损益的影响无。(三)会计处理的影响无。(四)其他无。",不确定,-25912883.75,2022-01-25
4807,601615,明阳智能,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:290,000万元至320,000万元,同比上年增长:111.05%至132.88%,同比上年增长152,592.87万元至182,592.87万元。",3050000000.0,121.965,"本报告期归属于上市公司股东的净利润较上年同期增加,主要受以下因素的综合影响:(一)主营业务的影响1、2021年年度风电行业整体保持一定的增长态势,公司在手订单增加及公司海上项目交付规模上升导致公司营业收入有一定幅度增长;2、公司2021年年度持有电站并网容量较上年同期有所增长,发电收入较去年同期有一定幅度增长;3、公司2021年年度因风电场项目出售导致利润同比增加。(二)非经常性损益的影响无。(三)会计处理的影响无。(四)其他无。",预增,1374071300.0,2022-01-25
4808,601615,明阳智能,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:285,000万元至315,000万元,同比上年增长:103.57%至125%,同比上年增长145,001.58万元至175,001.58万元。",3000000000.0,114.285,"本报告期归属于上市公司股东的净利润较上年同期增加,主要受以下因素的综合影响:(一)主营业务的影响1、2021年年度风电行业整体保持一定的增长态势,公司在手订单增加及公司海上项目交付规模上升导致公司营业收入有一定幅度增长;2、公司2021年年度持有电站并网容量较上年同期有所增长,发电收入较去年同期有一定幅度增长;3、公司2021年年度因风电场项目出售导致利润同比增加。(二)非经常性损益的影响无。(三)会计处理的影响无。(四)其他无。",预增,1399984200.0,2022-01-25
4809,601599,浙文影业,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润亏损:22,400万元至33,600万元。",-280000000.0,73.065,"(一)主营业务影响。2021年整体纺织行业运行较为平稳,公司纺织板块收入保持稳步增长。2021年度公司实现营业收入25亿元左右,同比有较大幅度增长。(二)非经营性损益的影响。受公司位于张家港市塘桥镇鹿港工业园区厂房拆迁及出售影响,本年度非经常性损益约35,000-40,000万元。(三)其他影响。公司影视板块对尚未播出的剧目根据客户情况、市场情况计提了减值准备;同时子公司浙江天意影视有限公司未完成业绩承诺,造成亏损。",减亏,-1039551600.0,2022-01-25
4810,601599,浙文影业,营业收入,"预计2021年1-12月营业收入约:250,000万元。",2500000000.0,47.69,"(一)主营业务影响。2021年整体纺织行业运行较为平稳,公司纺织板块收入保持稳步增长。2021年度公司实现营业收入25亿元左右,同比有较大幅度增长。(二)非经营性损益的影响。受公司位于张家港市塘桥镇鹿港工业园区厂房拆迁及出售影响,本年度非经常性损益约35,000-40,000万元。(三)其他影响。公司影视板块对尚未播出的剧目根据客户情况、市场情况计提了减值准备;同时子公司浙江天意影视有限公司未完成业绩承诺,造成亏损。",略增,1692687909.67,2022-01-25
4811,601599,浙文影业,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:6,400万元至9,600万元。",80000000.0,107.825,"(一)主营业务影响。2021年整体纺织行业运行较为平稳,公司纺织板块收入保持稳步增长。2021年度公司实现营业收入25亿元左右,同比有较大幅度增长。(二)非经营性损益的影响。受公司位于张家港市塘桥镇鹿港工业园区厂房拆迁及出售影响,本年度非经常性损益约35,000-40,000万元。(三)其他影响。公司影视板块对尚未播出的剧目根据客户情况、市场情况计提了减值准备;同时子公司浙江天意影视有限公司未完成业绩承诺,造成亏损。",扭亏,-1022123800.0,2022-01-25
4812,601599,浙文影业,非经常性损益,"预计2021年1-12月非经常性损益:35,000万元至40,000万元。",375000000.0,2051.73,"(一)主营业务影响。2021年整体纺织行业运行较为平稳,公司纺织板块收入保持稳步增长。2021年度公司实现营业收入25亿元左右,同比有较大幅度增长。(二)非经营性损益的影响。受公司位于张家港市塘桥镇鹿港工业园区厂房拆迁及出售影响,本年度非经常性损益约35,000-40,000万元。(三)其他影响。公司影视板块对尚未播出的剧目根据客户情况、市场情况计提了减值准备;同时子公司浙江天意影视有限公司未完成业绩承诺,造成亏损。",不确定,17427832.62,2022-01-25
4813,601177,杭齿前进,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:12,591.47万元至14,391.47万元,同比上年增长:50%至71%,同比上年增长4,200万元至6,000万元。",134914700.0,60.5,"(一)主营业务影响预告期内,公司紧抓市场机遇,船用产品和工程机械产品的产销规模同比增长明显;面对原材料大幅上涨,公司积极主动应对,市场客户端和供应链分别采取有效措施,同时深入推进管理改善与内部降本工作,保证了公司整体平稳运行。(二)非经营性损益的影响。预告期内,公司归属于上市公司股东的非经常性损益较上年度增加约2,800万元。主要是:公司预告期内取得控股子公司杭州前进锻造有限公司5%的股权转让收益约4,100万元,上年同期公司取得控股子公司杭州前进通用机械有限公司位于萧山区城厢街道萧金路178号的土地建筑物拆迁补偿收益为1,906万元。",预增,83914700.0,2022-01-25
4814,601177,杭齿前进,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:4,802.26万元至6,602.26万元,同比上年增长:42%至96%,同比上年增长1,440万元至3,240万元。",57022600.0,69.0,"(一)主营业务影响预告期内,公司紧抓市场机遇,船用产品和工程机械产品的产销规模同比增长明显;面对原材料大幅上涨,公司积极主动应对,市场客户端和供应链分别采取有效措施,同时深入推进管理改善与内部降本工作,保证了公司整体平稳运行。(二)非经营性损益的影响。预告期内,公司归属于上市公司股东的非经常性损益较上年度增加约2,800万元。主要是:公司预告期内取得控股子公司杭州前进锻造有限公司5%的股权转让收益约4,100万元,上年同期公司取得控股子公司杭州前进通用机械有限公司位于萧山区城厢街道萧金路178号的土地建筑物拆迁补偿收益为1,906万元。",预增,33622600.0,2022-01-25
4815,601177,杭齿前进,非经常性损益,"预计2021年1-12月非经常性损益同比上年增长2,800万元左右。",,,"(一)主营业务影响预告期内,公司紧抓市场机遇,船用产品和工程机械产品的产销规模同比增长明显;面对原材料大幅上涨,公司积极主动应对,市场客户端和供应链分别采取有效措施,同时深入推进管理改善与内部降本工作,保证了公司整体平稳运行。(二)非经营性损益的影响。预告期内,公司归属于上市公司股东的非经常性损益较上年度增加约2,800万元。主要是:公司预告期内取得控股子公司杭州前进锻造有限公司5%的股权转让收益约4,100万元,上年同期公司取得控股子公司杭州前进通用机械有限公司位于萧山区城厢街道萧金路178号的土地建筑物拆迁补偿收益为1,906万元。",不确定,50292073.41,2022-01-25
4816,601168,西部矿业,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:284,615万元,同比上年增长:144%左右,同比上年增长168,000万元左右。",2846150000.0,144.0,"本报告期内玉龙铜业改扩建项目投产,本期铜精矿产量较上年同期大幅增长;且有色金属市场价格持续向好,公司主要产品铜精矿、锌精矿价格较上年同期大幅上涨,本期业绩同比上升。",预增,1166150000.0,2022-01-25
4817,601168,西部矿业,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:290,779万元,同比上年增长:220%左右,同比上年增长200,000万元左右。",2907790000.0,220.0,"本报告期内玉龙铜业改扩建项目投产,本期铜精矿产量较上年同期大幅增长;且有色金属市场价格持续向好,公司主要产品铜精矿、锌精矿价格较上年同期大幅上涨,本期业绩同比上升。",预增,907790000.0,2022-01-25
4818,601156,东航物流,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:338,700万元至385,000万元,同比上年增长:48%至68%,同比上年增长109,600万元至156,000万元。",3618500000.0,58.0,"报告期内,公司积极把握我国制造业转型升级、消费升级和中国品牌出海的发展机遇期,主动通过新增运力投入、多渠道拓展运力等方式,提升运力供给水平;通过优化航网布局并提高货物操作标准化流程等措施,提升载运率水平;推广以“一站式空服中心”为代表的区港联动模式,不断突破地域限制、拓展业务边界,巩固并提升地面综合服务的市场占有率;加快推进综合物流解决方案产品体系建设,加大直接客户开发力度、快速提升业务规模,树立品牌效应,为客户提供高效、便捷的综合航空物流服务。",预增,2291000000.0,2022-01-25
4819,601156,东航物流,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:346,500万元至394,000万元,同比上年增长:46%至66%,同比上年增长109,700万元至157,100万元。",3702500000.0,56.0,"报告期内,公司积极把握我国制造业转型升级、消费升级和中国品牌出海的发展机遇期,主动通过新增运力投入、多渠道拓展运力等方式,提升运力供给水平;通过优化航网布局并提高货物操作标准化流程等措施,提升载运率水平;推广以“一站式空服中心”为代表的区港联动模式,不断突破地域限制、拓展业务边界,巩固并提升地面综合服务的市场占有率;加快推进综合物流解决方案产品体系建设,加大直接客户开发力度、快速提升业务规模,树立品牌效应,为客户提供高效、便捷的综合航空物流服务。",预增,2369000000.0,2022-01-25
4820,601101,昊华能源,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:190,966万元至205,966万元,同比上年增长:3887.6%至4200.81%,同比上年增长186,177万元至201,177万元。",1984660000.0,4044.205,"2021年度公司业绩大幅增长的主要原因是煤炭行业景气度向好,公司煤炭价格大幅上涨以及销量增加影响所致。",预增,47890000.0,2022-01-25
4821,601101,昊华能源,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:191,342万元至206,342万元,同比上年增长201,396万元至216,396万元。",1988420000.0,2077.74,"2021年度公司业绩大幅增长的主要原因是煤炭行业景气度向好,公司煤炭价格大幅上涨以及销量增加影响所致。",扭亏,-100540000.0,2022-01-25
4822,600958,东方证券,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:503,800万元至558,200万元,同比上年增长:85%至105%,同比上年增长231,500万元至285,900万元。",5310000000.0,95.0,"2021年,资本市场交投活跃,公司积极把握市场机遇,各项业务稳中向好,经营业绩显著增长。报告期内,公司业绩变动的主要原因为资管、经纪、投行等业务手续费净收入及联营企业投资收益同比增长,信用减值计提同比减少。",预增,2723000000.0,2022-01-25
4823,600958,东方证券,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:497,700万元至552,100万元,同比上年增长:87%至107%,同比上年增长231,500万元至285,900万元。",5249000000.0,97.0,"2021年,资本市场交投活跃,公司积极把握市场机遇,各项业务稳中向好,经营业绩显著增长。报告期内,公司业绩变动的主要原因为资管、经纪、投行等业务手续费净收入及联营企业投资收益同比增长,信用减值计提同比减少。",预增,2662000000.0,2022-01-25
4824,600859,王府井,扣除非经常性损益后的净利润,"预计2021年1-12月扣除非经常性损益后的净利润盈利:85,800万元至103,800万元,同比上年增长:110%至155%,同比上年增长45,000万元至63,000万元。",948000000.0,132.5,"(一)主营业务影响。2021年,公司努力克服疫情影响,全力以赴恢复经营、扩销增效。各业态积极打造营销品牌,加速调整经营资源,持续深耕品牌运营,深化门店转型调整,提升精细化管理水平,严控成本费用,带动公司业绩提升。(二)非经营性损益及会计处理影响。因公司吸收合并首商股份事项属同一控制下企业合并,根据会计准则相关规定,首商股份期初至合并日的净利润计入公司当年的非经常性损益,并相应调整合并财务报表的前期比较数据。同时,受公司持有的交易性金融资产股价上涨影响,导致公允价值变动损益较上年同期大幅增加。前述事项共同影响报告期内公司非经营性损益增加。(三)上年比较基数较小。2020年,受新冠肺炎疫情影响导致公司同期基数较低。",预增,408000000.0,2022-01-25
4825,600859,王府井,归属于上市公司股东的净利润,"预计2021年1-12月归属于上市公司股东的净利润盈利:123,900万元至139,900万元,同比上年增长:266%至313%,同比上年增长90,000万元至106,000万元。",1319000000.0,289.5,"(一)主营业务影响。2021年,公司努力克服疫情影响,全力以赴恢复经营、扩销增效。各业态积极打造营销品牌,加速调整经营资源,持续深耕品牌运营,深化门店转型调整,提升精细化管理水平,严控成本费用,带动公司业绩提升。(二)非经营性损益及会计处理影响。因公司吸收合并首商股份事项属同一控制下企业合并,根据会计准则相关规定,首商股份期初至合并日的净利润计入公司当年的非经常性损益,并相应调整合并财务报表的前期比较数据。同时,受公司持有的交易性金融资产股价上涨影响,导致公允价值变动损益较上年同期大幅增加。前述事项共同影响报告期内公司非经营性损益增加。(三)上年比较基数较小。2020年,受新冠肺炎疫情影响导致公司同期基数较低。",预增,339000000.0,2022-01-25
