序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
1811,300603,立昂技术,非经常性损益,"预计2019年1-12月非经常性损益:-8,228.59万元。",-82285900.0,-1484.86,"2019年业绩与上年同期相比上升的主要原因是1、本报告期通过收购新增IDC服务和增值电信业务两个板块,新增板块效益较好,对本报告期净利润贡献明显,促使企业经营业绩有大幅增长。2、报告期内,预计非经常性损益对净利润的影响金额为-8,228.59万元。其中,公司为及早收回长期分批支付的应收款项,提高公司资产的流动性,推动公司业务的良性发展,就公司及子公司的债权进行转让,豁免债务产生非经常性支出9,046.66万元,在扣除非经常性损益后,公司2019年度预计盈利20,384.64万元-21,625.25万元。",不确定,5941805.34,2020-01-21
1812,300602,飞荣达,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:32,600万元至37,400万元,同比上年增长:100.67%至130.21%。",350000000.0,115.44,"报告期内,预计公司归属于上市公司股东的净利润32,600.00万元~37,400.00万元,较去年同期增长100.67%~130.21%。业绩增长的主要原因为:1、公司加强精细化管理,有序推进年度经营计划,各项工作稳步开展。同时,公司积极布局和拓展新能源汽车领域,把握5G时代机遇,经营业绩实现稳健增长。2、公司于2019年4月将广东博纬通信科技有限公司纳入合并报表范围,2019年6月将昆山品岱电子有限公司纳入合并报表范围,2019年7月将珠海市润星泰电器有限公司纳入合并报表范围,2019年10月将昆山市中迪新材料技术有限公司纳入合并报表范围,对本报告期经营业绩有一定的积极影响。3、基于谨慎性考虑,公司根据《企业会计准则第8号-资产减值》及相关会计政策规定,在2019年末对商誉进行了初步减值测试,预计本报告期计提商誉减值准备为2,000.00万元-3,000.00万元,最终商誉年减值准备计提的金额将由公司聘请具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。4、公司预计2019年度非经常性损益对公司净利润的影响金额约为7,160.00万元,主要是将公司2017年收到20,000.00万元的项目扶持发展奖励资金根据项目进展情况确认6,000.00万元为当期补助收入,去年同期非经常性损益为1,259.30万元。",预增,162459000.0,2020-01-21
1813,300597,吉大通信,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:3,729.98万元至4,607.62万元,同比上年变动:-15%至5%。",41688000.0,-5.0,"2019年公司按照年度经营计划有序推进各项工作,整体经营情况稳定,业务结构未发生重大变化,公司净利润相比上年同期基本持平。1、受通信网络运营商投资规模减少和中标折扣率下降的影响,原市场区域内净利润稍有下降。海外市场规模扩大,国内非通信运营商类信息化项目也有所增长,取得部分业绩。2、公司合并范围青岛吉鸿投资管理有限公司的投资业务处于初创期,尚未取得收入。3、2019年度非经常性损益扣除所得税后对净利润的影响金额约为100.00万元。",续盈,43882100.0,2020-01-21
1814,300575,中旗股份,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:14,000万元至15,000万元,同比上年下降:28.28%至33.07%。",145000000.0,-30.675,"报告期内,公司产品市场竞争力较强,市场需求旺盛。但二季度以来,江苏省化工行业整治对公司正常生产和原材料供应造成一定影响,实际产出量未达到原定生产计划,对经营业绩影响较大。",略减,209158500.0,2020-01-21
1815,300570,太辰光,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:15,500万元至18,000万元,同比上年增长:1.48%至17.85%。",167500000.0,9.665,"1、报告期内,公司不断推进各项管理工作,资产和费用管控取得了一定效果,实现了利润的小幅增长。2、预计本报告期非经常性损益对公司净利润的影响约2400万元,主要是公司理财收益和其他收益。",略增,152734500.0,2020-01-21
1816,300567,精测电子,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:25,000万元至28,000万元,同比上年下降:3.1%至13.48%。",265000000.0,-8.29,"1、报告期内,公司依照年度经营计划及目标,有序开展各项工作,在巩固显示测试领域业务优势同时,继续深抓半导体、新能源测试技术及产品的进一步突破。公司半导体测试及新能源测试业务前期投入形成的亏损对净利润影响较大,致归属于上市公司股东的净利润较上年同期略有下降。2、预计报告期内非经常性损益对当期净利润的影响约为3,200.00万元。",略减,288959800.0,2020-01-21
1817,300558,贝达药业,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:20,018.21万元至22,520.48万元,同比上年增长:20%至35%。",212693450.0,27.5,"报告期内,公司产品埃克替尼销售继续放量,预计营业收入与归属于上市公司股东的净利润均同比上升。通过多年的艰苦努力,公司不断巩固埃克替尼的差异化优势,提升专家和患者对公司产品的认可,确切的疗效和安全性已经在肺癌靶向药市场赢得了很好的口碑。埃克替尼已树立国产创新药的品牌形象,从而为销量的持续增长奠定了基础。同时,国家医保药品目录的更新落地以及进入国家基本药物目录都对埃克替尼的销售产生了积极的作用。在报告期,公司新药盐酸恩沙替尼的优先审评程序正常推进,盐酸恩沙替尼一线治疗ALK阳性NSCLC患者的全球多中心Ⅲ期临床顺利进行。同时BPI-D0316Ⅱ期、CM082肾癌Ⅲ期、MIL60Ⅲ期等多项注册临床研究按计划进行,其中MIL60Ⅲ期临床研究达到主要研究终点。BPI-17509、BPI-23314等项目陆续进入临床研究,公司正全力推进在研项目,争取早日实现产品价值。报告期内,非经常性损益对净利润的影响金额预计为2,500.00万元至2,700.00万元。",略增,166818400.0,2020-01-21
1818,300555,ST路通,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:358.98万元至666.68万元,同比上年下降:35%至65%。",5128300.0,-50.0,"1、报告期内,公司生产经营模式未发生重大变化。受广电运营商网络双向化改造进程持续放缓、广电行业整体下滑的影响,公司营业收入较上年同期有一定程度下降,对净利润造成了较大不利影响。2、报告期内,公司审时度势,积极调整经营策略,聚焦优质客户和战略性业务,智慧旅游、应急广播等智慧物联应用业务培育已初见成效;同时,公司持续加强经营质量管控,应收账款余额较上年末有一定幅度下降,计提应收账款坏账准备较上年同期有所减少。3、报告期内,预计非经常性损益对净利润的影响金额约为476.66万元。",预减,10256600.0,2020-01-21
1819,300547,川环科技,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:约11,240万元至12,060万元,同比上年下降:12.06%至18.04%。",116500000.0,-15.05,"1、报告期内,因汽车整车制造厂产销下滑、公司为其配套产品销售价格下降、经营成本增加等影响,公司本年度销售收入和利润略有下降。2、预计公司2019年度非经常性损益金额约为3,588万元,比同期4,104万元减少516万元,下降12.57%。",略减,137138200.0,2020-01-21
1820,300547,川环科技,非经常性损益,"预计2019年1-12月非经常性损益:约3,588万元,同比上年下降:12.57%。",35880000.0,-12.57,"1、报告期内,因汽车整车制造厂产销下滑、公司为其配套产品销售价格下降、经营成本增加等影响,公司本年度销售收入和利润略有下降。2、预计公司2019年度非经常性损益金额约为3,588万元,比同期4,104万元减少516万元,下降12.57%。",不确定,41040000.0,2020-01-21
1821,300541,先进数通,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:6,600万元至7,600万元,同比上年增长:28.94%至48.47%。",71000000.0,38.705,"报告期内,公司IT基础设施建设、软件解决方案、IT运维服务三项业务收入均实现增长,使得公司净利润较去年同期有所提高。报告期内,公司2018年限制性股票激励计划产生的股份支付费用约为557万元,对外投资收益约人民币580万元。报告期内,预计非经常性损益对归属于上市公司股东净利润的影响金额约为5.92万元,较去年同期增长6.67万元。",略增,51188100.0,2020-01-21
1822,300534,陇神戎发,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:1,228万元至1,596万元,同比上年增长:0%至30%。",14120000.0,15.0,"1.报告期内,公司持续强化市场开拓、营销网络建设及专业化学术支撑,营业收入较上年同期上升,四项费用较上年同期基本持平。2.报告期内,非经常性损益对净利润的影响金额预计为710万元,上年同期非经常性损益对净利润的影响金额为412万元。",略增,12280000.0,2020-01-21
1823,300531,优博讯,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:5,000万元至6,500万元,同比上年下降:44.56%至57.36%。",57500000.0,-50.96,"1、2019年度,公司按照年度经营计划有序推进各项工作,在进一步加大国内外行业智能移动应用领域业务拓展力度的同时,深化公司内部管理革新,主营业务经营情况良好。2、归属于上市公司股东的净利润与上年同期相比下降的主要原因是:公司于2017年收购的深圳市瑞柏泰电子有限公司未能完成2019年度业绩承诺,根据企业会计准则的谨慎性原则要求,公司将对该项收购形成的商誉计提减值准备,本项计提将对公司整体业绩产生较大影响。3、2019年度,预计非经常性损益对归属于上市公司股东的净利润的影响金额约2,300万元至3,100万元。",预减,117250400.0,2020-01-21
1824,300519,新光药业,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:8,799.58万元至9,679.54万元,同比上年增长:0%至10%。",92395600.0,5.0,"1、报告期内,公司经营情况稳定,通过优化产品结构,加大市场开拓力度,提升经营管理效率,公司营业收入和盈利保持了稳定增长。2、报告期内,非经常性损益对公司净利润的影响金额约为381万元。",略增,87995800.0,2020-01-21
1825,300517,海波重科,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:2,424.29万元至2,909.15万元,同比上年增长:0%至20%。",26667200.0,10.0,"报告期内,公司经营情况稳定,营业收入较上年同期稳步增长。报告期内,公司按照企业会计准则的相关规定计提限制性股票摊销费用2,663.18万元。若剔除本报告期内限制性股票摊销费用的影响,则归属于上市公司股东扣除非经常性损益的净利润预计为4,929.61万元-5,414.47万元,较去年同期增长18.27%-29.90%。报告期内,归属于上市公司股东的非经常性损益对净利润的影响金额约为157.86万元。",略增,24242900.0,2020-01-21
1826,300514,友讯达,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:5,000万元至6,000万元,同比上年变动:-4.74%至14.31%。",55000000.0,4.785,"1、报告期内,公司面对激烈的市场竞争,进一步加大市场开拓力度,强化品牌建设,不断提升产品竞争力和销售管理能力,使公司营业收入实现稳步增长。2、报告期内,预计非经常性损益对净利润的影响金额约为556万元。",续盈,52489300.0,2020-01-21
1827,300500,启迪设计,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:15,635.49万元至18,985.96万元,同比上年增长:40%至70%。",173107250.0,55.0,"报告期内,公司积极落实年度经营目标,有序开展各项业务,生产经营总体保持平稳,积极开拓外地市场,优化内部管理,公司整体业绩实现持续稳定增长。参股公司苏州银行股份有限公司在深圳证券交易所正式挂牌上市,公司对其按公允价值计量,公允价值变动计入当期损益,影响金额约为4,980万元。经公司初步测算,2019年度非经常性损益影响公司利润约为4,860万元。",预增,111682100.0,2020-01-21
1828,300483,首华燃气,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:7,200万元至7,350万元,同比上年增长:1182.78%至1209.51%。",72750000.0,1196.145,"1.2018年12月,上市公司完成了对北京中海沃邦能源投资有限公司(以下简称“中海沃邦”)的收购,控制中海沃邦50.50%的股权,享有其权益比例为37.17%。报告期内,中海沃邦优秀的经营业绩带动了公司上市公司净利润的增长。2.2019年12月,上市公司完成了对西藏沃晋能源发展有限公司(以下简称“西藏沃晋”)41%股权的收购,从而提升享有中海沃邦的权益比例至48.32%。由于此次并购西藏沃晋少数股权的合并日临近2019年底,预计此次并购对公司2019年度盈利没有显著影响。3.公司预计,2019年度非经常性损益对归属上市公司股东的净利润的影响金额约为-1,085.00万元,主要为非流动资产的报废损失,去年同期非经常性损益影响金额为439.37万元。",预增,5612800.0,2020-01-21
1829,300483,首华燃气,非经常性损益,"预计2019年1-12月非经常性损益:约-1,085万元。",-10850000.0,-346.94,"1.2018年12月,上市公司完成了对北京中海沃邦能源投资有限公司(以下简称“中海沃邦”)的收购,控制中海沃邦50.50%的股权,享有其权益比例为37.17%。报告期内,中海沃邦优秀的经营业绩带动了公司上市公司净利润的增长。2.2019年12月,上市公司完成了对西藏沃晋能源发展有限公司(以下简称“西藏沃晋”)41%股权的收购,从而提升享有中海沃邦的权益比例至48.32%。由于此次并购西藏沃晋少数股权的合并日临近2019年底,预计此次并购对公司2019年度盈利没有显著影响。3.公司预计,2019年度非经常性损益对归属上市公司股东的净利润的影响金额约为-1,085.00万元,主要为非流动资产的报废损失,去年同期非经常性损益影响金额为439.37万元。",不确定,4393734.82,2020-01-21
1830,300465,高伟达,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:10,931.8万元至14,068.2万元,同比上年增长:4.56%至34.56%。",125000000.0,19.56,"公司预计2019年归属于上市公司股东的扣除非经常性损益的净利润取得大幅增长,约为10,011.80万元至13,148.20万元之间。2018年公司归属于上市公司股东的扣除非经常性损益的净利润为6,035.65万元。2019年公司金融科技业务和移动互联网广告营销业务均取得了长足的发展,业绩维持了较高的增速。特别是金融科技领域,全年订单增速和人员利用率保持了较快增长和较高水平。2019年银行科技领域新增业务需求延续了自2018年四季度以来的增长势头,订单的数量和质量显著改善。公司预计随着大中型银行系统升级改造需求的逐步释放,国产化率和自主可控水平的逐步提升,国内银行科技业务将迎来上升周期。公司将抓住机遇,继续提升产能,积极提升业务的产品化率和模块化水平,提升内部运营效率,严控费用支出,为2020年业务的发展做好准备。报告期内,2019年非经常性损益金额约为920万元,主要系税收政策变化所致,对净利润不产生较大影响。",略增,104546600.0,2020-01-21
1831,300465,高伟达,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:约10,011.8万元至13,148.2万元。",115800000.0,91.86,"公司预计2019年归属于上市公司股东的扣除非经常性损益的净利润取得大幅增长,约为10,011.80万元至13,148.20万元之间。2018年公司归属于上市公司股东的扣除非经常性损益的净利润为6,035.65万元。2019年公司金融科技业务和移动互联网广告营销业务均取得了长足的发展,业绩维持了较高的增速。特别是金融科技领域,全年订单增速和人员利用率保持了较快增长和较高水平。2019年银行科技领域新增业务需求延续了自2018年四季度以来的增长势头,订单的数量和质量显著改善。公司预计随着大中型银行系统升级改造需求的逐步释放,国产化率和自主可控水平的逐步提升,国内银行科技业务将迎来上升周期。公司将抓住机遇,继续提升产能,积极提升业务的产品化率和模块化水平,提升内部运营效率,严控费用支出,为2020年业务的发展做好准备。报告期内,2019年非经常性损益金额约为920万元,主要系税收政策变化所致,对净利润不产生较大影响。",预增,60356500.0,2020-01-21
1832,300465,高伟达,非经常性损益,预计2019年1-12月非经常性损益:约920万元。,9200000.0,-79.18,"公司预计2019年归属于上市公司股东的扣除非经常性损益的净利润取得大幅增长,约为10,011.80万元至13,148.20万元之间。2018年公司归属于上市公司股东的扣除非经常性损益的净利润为6,035.65万元。2019年公司金融科技业务和移动互联网广告营销业务均取得了长足的发展,业绩维持了较高的增速。特别是金融科技领域,全年订单增速和人员利用率保持了较快增长和较高水平。2019年银行科技领域新增业务需求延续了自2018年四季度以来的增长势头,订单的数量和质量显著改善。公司预计随着大中型银行系统升级改造需求的逐步释放,国产化率和自主可控水平的逐步提升,国内银行科技业务将迎来上升周期。公司将抓住机遇,继续提升产能,积极提升业务的产品化率和模块化水平,提升内部运营效率,严控费用支出,为2020年业务的发展做好准备。报告期内,2019年非经常性损益金额约为920万元,主要系税收政策变化所致,对净利润不产生较大影响。",不确定,44190135.76,2020-01-21
1833,300461,田中精机,非经常性损益,"预计2019年1-12月非经常性损益约:-4,900万元。",-49000000.0,-141.96,"报告期内,2019年度公司亏损的主要原因是:1、控股子公司深圳市远洋翔瑞机械有限公司(以下简称“远洋翔瑞”)的经营情况不达预期,对远洋翔瑞的应收款项、存货和无形资产计提减值准备约1.22亿元。2、经对远洋翔瑞未来经营情况的分析预测,根据《企业会计准则第8号——资产减值》关于商誉减值处理的相关要求,公司基于谨慎性原则,2019年度预计计提商誉减值准备4,693万元。3、公司2019年度非经常性损益对净利润的影响金额预计约为-4,900万元。",不确定,116787044.81,2020-01-21
1834,300461,田中精机,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润亏损:9,300万元至9,800万元。",-95500000.0,-7.565,"报告期内,2019年度公司亏损的主要原因是:1、控股子公司深圳市远洋翔瑞机械有限公司(以下简称“远洋翔瑞”)的经营情况不达预期,对远洋翔瑞的应收款项、存货和无形资产计提减值准备约1.22亿元。2、经对远洋翔瑞未来经营情况的分析预测,根据《企业会计准则第8号——资产减值》关于商誉减值处理的相关要求,公司基于谨慎性原则,2019年度预计计提商誉减值准备4,693万元。3、公司2019年度非经常性损益对净利润的影响金额预计约为-4,900万元。",增亏,-88785800.0,2020-01-21
1835,300444,双杰电气,非经常性损益,预计2019年1-12月非经常性损益约515万元。,5150000.0,-95.53,"1、2019年度,国内经济下行压力加大,电网投资规模减少,二次设备厂家大量涌入一次设备招投标市场造成市场竞争激烈,毛利率同比下降;且本报告期公司研发费用、财务费用、管理费用等增加,导致公司整体利润率下滑。2、2019年锂电池隔膜市场竞争激烈,产品价格连续走低,东皋膜生产经营困难,连续亏损,经东皋膜董事会研究决定停产。按照审慎原则,公司对2019年度合并报表范围内的商誉、应收账款、存货、固定资产等资产进行初步减值测试,其中,商誉减值约2.98亿元,应收账款、存货及固定资产等减值总额约6.47亿元。目前相关资产减值测试工作尚在进行中,最终计提金额将由具备证券期货从业资格的评估及审计机构确定。3、2019年度非经常性损益金额约515万元。",不确定,115295800.56,2020-01-21
1836,300444,双杰电气,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润亏损:63,800万元-64,300万元。",-640500000.0,-439.435,"1、2019年度,国内经济下行压力加大,电网投资规模减少,二次设备厂家大量涌入一次设备招投标市场造成市场竞争激烈,毛利率同比下降;且本报告期公司研发费用、财务费用、管理费用等增加,导致公司整体利润率下滑。2、2019年锂电池隔膜市场竞争激烈,产品价格连续走低,东皋膜生产经营困难,连续亏损,经东皋膜董事会研究决定停产。按照审慎原则,公司对2019年度合并报表范围内的商誉、应收账款、存货、固定资产等资产进行初步减值测试,其中,商誉减值约2.98亿元,应收账款、存货及固定资产等减值总额约6.47亿元。目前相关资产减值测试工作尚在进行中,最终计提金额将由具备证券期货从业资格的评估及审计机构确定。3、2019年度非经常性损益金额约515万元。",首亏,188695800.0,2020-01-21
1837,300443,金雷股份,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:19,196.71万元至21,523.58万元,同比上年增长:65%至85%。",203601450.0,75.0,"1、报告期公司按照董事会确定的年度经营目标,紧抓风电行业整体复苏回暖、风电设备整体需求增长、在手订单充足的市场机遇,在稳步提升主导产品市场占有率的同时,加大其他精密轴类的研发力度和市场开发进度,报告期收入持续提升。2、在订单增加的同时,公司严密生产组织,充分发挥规模化生产效应,持续实施降本增效,有效降低了加工成本,提升了产品毛利率,实现了较好的经营效益。3、报告期内非经常性损益预计对净利润的影响额约为300万元。",预增,116343700.0,2020-01-21
1838,300419,ST浩丰,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润亏损:1,900万元至2,400万元。",-21500000.0,96.635,"1、报告期内,归属于上市公司股东的净利润亏损,主要系公司对并购北京路安世纪文化发展有限公司(以下简称“路安世纪”)和华远智德(北京)科技有限公司(以下简称“华远智德”)形成的商誉计提减值准备;路安世纪由于所处行业的经营环境和模式发生了重大变化,酒店节目落地及覆盖业务受到很大影响,结合2019年的合同签约情况及市场状况判断未来签约合同额有持续下降的趋势;由于经济增长的不确定性,华远智德外企用户在系统建设投资方面均趋于谨慎,导致公司整体收入下降明显且国内用户的增长未能弥补上述变化带来的影响。经过对两家公司未来经营情况的分析预测,公司管理层判断其存在商誉减值风险,经公司财务部门及评估机构的初步测算,2019年度拟对路安世纪、华远智德共计提商誉减值准备金额约为5,500万元左右,但最终减值计提金额将由公司聘请具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。2、报告期内,公司预计非经常性损益为850万元左右。",减亏,-638952600.0,2020-01-21
1839,300419,ST浩丰,非经常性损益,预计2019年1-12月非经常性损益:850万元。,8500000.0,-9.21,"1、报告期内,归属于上市公司股东的净利润亏损,主要系公司对并购北京路安世纪文化发展有限公司(以下简称“路安世纪”)和华远智德(北京)科技有限公司(以下简称“华远智德”)形成的商誉计提减值准备;路安世纪由于所处行业的经营环境和模式发生了重大变化,酒店节目落地及覆盖业务受到很大影响,结合2019年的合同签约情况及市场状况判断未来签约合同额有持续下降的趋势;由于经济增长的不确定性,华远智德外企用户在系统建设投资方面均趋于谨慎,导致公司整体收入下降明显且国内用户的增长未能弥补上述变化带来的影响。经过对两家公司未来经营情况的分析预测,公司管理层判断其存在商誉减值风险,经公司财务部门及评估机构的初步测算,2019年度拟对路安世纪、华远智德共计提商誉减值准备金额约为5,500万元左右,但最终减值计提金额将由公司聘请具备证券期货从业资格的评估机构及审计机构进行评估和审计后确定。2、报告期内,公司预计非经常性损益为850万元左右。",不确定,9361837.01,2020-01-21
1840,300414,中光防雷,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:4,822.61万元至5,358.46万元,同比上年下降:0%至10%。",50905350.0,-5.0,"1、公司根据中国证监会《会计监管风险提示第8号——商誉减值》的规定,对2017年通过增资方式控股54.95%的子公司深圳凡维泰科技服务有限公司形成的商誉进行减值测试,预计对其全额计提商誉减值准备124.22万元。2、公司预计2019年度非经常性损益金额约为560万元,而2018年度非经常性损益金额为1983万元,比上年同期减少约1423万元。3、公司预计归属于上市公司股东的扣除非经常性损益的净利润为4,387.08万元到4,893.29万元,与上年同期相比,将增加1,012.40万元到1,518.61万元,同比增长30%到45%。",略减,53584600.0,2020-01-21
1841,300414,中光防雷,扣除非经常性损益后的净利润,"预计2019年1-12月扣除非经常性损益后的净利润盈利:4,387.08万元至4,893.29万元,同比上年增长:30%至45%。",46401850.0,37.5,"1、公司根据中国证监会《会计监管风险提示第8号——商誉减值》的规定,对2017年通过增资方式控股54.95%的子公司深圳凡维泰科技服务有限公司形成的商誉进行减值测试,预计对其全额计提商誉减值准备124.22万元。2、公司预计2019年度非经常性损益金额约为560万元,而2018年度非经常性损益金额为1983万元,比上年同期减少约1423万元。3、公司预计归属于上市公司股东的扣除非经常性损益的净利润为4,387.08万元到4,893.29万元,与上年同期相比,将增加1,012.40万元到1,518.61万元,同比增长30%到45%。",略增,33746806.15,2020-01-21
1842,300414,中光防雷,非经常性损益,预计2019年1-12月非经常性损益约:560万元。,5600000.0,-71.76,"1、公司根据中国证监会《会计监管风险提示第8号——商誉减值》的规定,对2017年通过增资方式控股54.95%的子公司深圳凡维泰科技服务有限公司形成的商誉进行减值测试,预计对其全额计提商誉减值准备124.22万元。2、公司预计2019年度非经常性损益金额约为560万元,而2018年度非经常性损益金额为1983万元,比上年同期减少约1423万元。3、公司预计归属于上市公司股东的扣除非经常性损益的净利润为4,387.08万元到4,893.29万元,与上年同期相比,将增加1,012.40万元到1,518.61万元,同比增长30%到45%。",不确定,19830000.0,2020-01-21
1843,300405,科隆股份,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:1,000万元至1,500万元。",12500000.0,112.44,"1、2019年6月2日起,公司主要原材料供应商中国石油天然气股份有限公司辽阳石化分公司(以下简称“辽阳石化”)开展三年一度的大检修,于2019年6月2日起暂停环氧乙烷及动力能源的供应。公司总部根据辽阳石化的检修情况对公司各生产车间逐步停产,并借此停产期间开展安全检查,并对公司总部进行全面停产检修。自2019年8月5日起,辽阳石化全面恢复原料环氧乙烷及动力能源的供应,公司恢复正常生产状态。公司的停产检修对公司的生产销售造成一定影响。2、相较去年,公司本年度无重大商誉减值事项。3、报告期内,预计公司的非经常性损益金额约为2498.79万元。",扭亏,-100490800.0,2020-01-21
1844,300405,科隆股份,非经常性损益,"预计2019年1-12月非经常性损益:2,498.79万元。",24987900.0,-20.97,"1、2019年6月2日起,公司主要原材料供应商中国石油天然气股份有限公司辽阳石化分公司(以下简称“辽阳石化”)开展三年一度的大检修,于2019年6月2日起暂停环氧乙烷及动力能源的供应。公司总部根据辽阳石化的检修情况对公司各生产车间逐步停产,并借此停产期间开展安全检查,并对公司总部进行全面停产检修。自2019年8月5日起,辽阳石化全面恢复原料环氧乙烷及动力能源的供应,公司恢复正常生产状态。公司的停产检修对公司的生产销售造成一定影响。2、相较去年,公司本年度无重大商誉减值事项。3、报告期内,预计公司的非经常性损益金额约为2498.79万元。",不确定,31618411.0,2020-01-21
1845,300398,飞凯材料,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:24,177.13万元至32,710.23万元,同比上年变动:-15%至15%。",284436800.0,0.0,"报告期内,公司紫外固化材料市场需求放缓、屏幕显示材料价格承压,使得公司业绩增长受到了一定影响;但电子化学材料板块产品协同效应逐步体现,屏幕显示材料销量较上年有不错增长,且半导体相关材料营业收入亦保持增长,均对公司业绩产生积极影响。此外,公司参股投资的八亿时空液晶科技股份有限公司和上海聚源载兴投资中心(有限合伙)两家企业因公允价值变动产生较好的投资收益。预计2019年度公司的非经常性损益对净利润的影响金额约为6,962.25万元(未扣除所得税影响),2018年度非经常性损益对净利润的影响金额为2,679.28万元(未扣除所得税影响)。",续盈,284436800.0,2020-01-21
1846,300389,艾比森,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:8,181万元至12,994万元,同比上年下降:46%至66%。",105875000.0,-56.0,"1、公司2019年度营业收入约21.8亿,同比增长约9.6%;总签单约26.9亿元,同比增长约21.9%;显示屏国内签单约7.0亿,同比增长约62.8%;小间距产品签单约9.2亿,同比增长约100%。2、2019年,为了全面支撑公司战略目标落地,应对宏观经济形势及行业竞争格局的变化,公司调整了销售结构,主动下降毛利率约六个百分点。3、2019年,公司全面进行了战略梳理和流程变革,践行人才领先的战略,加大了产品管理、产品研发、市场策划、销售管理等重点领域的人才引进的投入,对归属于上市公司股东的净利润产生了一定影响。4、2019年,公司预计非经常性损益金额对净利润影响金额约为1,646万元,主要为收到政府补助收入。",预减,240624800.0,2020-01-21
1847,300389,艾比森,营业收入,"预计2019年1-12月营业收入:约218,000万元,同比上年增长:9.6%。",2180000000.0,9.6,"1、公司2019年度营业收入约21.8亿,同比增长约9.6%;总签单约26.9亿元,同比增长约21.9%;显示屏国内签单约7.0亿,同比增长约62.8%;小间距产品签单约9.2亿,同比增长约100%。2、2019年,为了全面支撑公司战略目标落地,应对宏观经济形势及行业竞争格局的变化,公司调整了销售结构,主动下降毛利率约六个百分点。3、2019年,公司全面进行了战略梳理和流程变革,践行人才领先的战略,加大了产品管理、产品研发、市场策划、销售管理等重点领域的人才引进的投入,对归属于上市公司股东的净利润产生了一定影响。4、2019年,公司预计非经常性损益金额对净利润影响金额约为1,646万元,主要为收到政府补助收入。",略增,1986731435.06,2020-01-21
1848,300386,飞天诚信,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:7,996.41万元至9,329.15万元,同比上年下降:30%至40%。",86627800.0,-35.0,"报告期内利润同比降幅较大,主要原因是公司的主要银行客户的需求都出现了较大幅度的下降,加之毛利率同时下降,导致公司的主营产品USBKey和动态令牌的利润下降。报告期内,预计非经常性损益对利润的影响金额约为4,100-4,200万元。",略减,133273500.0,2020-01-21
1849,300385,ST雪浪,归属于上市公司股东的净利润,"预计2019年1-12月归属于上市公司股东的净利润盈利:8,057.58万元至9,313.88万元,同比上年增长:86%至115%。",86857300.0,100.5,本报告期实现的净利润比上年同期增加的主要原因是:1、公司报告期内执行订单较去年同期增加;2、南京卓越环保科技有限公司纳入公司合并报表范围;3、上海长盈环保服务有限公司投产盈利。,预增,43320400.0,2020-01-21
